name,cat,note,SHARP_acum,SHARP_exc,PROM_db,PROM_hz,peak_motion,REL_db,HF8K_pct,PAIN_pct,K_db,SHARP_noRes,PAIN_noRes_pct,RESLIFT_db,PROM_noRes_db,win_ms,flags,err
TARPIT,BASS,C3,0.725,-0.624,-99.0,0.0,n/a,-99.0,0.0,0.0,47.92,0.715,0.0,0.0,-99.0,1750.0,,
TARPIT,BASS,C4,1.115,-0.377,-99.0,0.0,n/a,-99.0,0.0,0.0,39.4,1.527,0.011,-40.41,-99.0,150.0,,
TAUT WIRE,BASS,C1,0.641,-0.062,-99.0,0.0,n/a,-99.0,0.0,0.0,45.3,0.64,0.0,0.0,-99.0,1900.0,,
TAUT WIRE,BASS,C2,0.634,-0.555,-99.0,0.0,n/a,-99.0,0.0,0.0,47.69,0.633,0.0,0.0,-99.0,1900.0,,
TAUT WIRE,BASS,C3,0.65,-0.699,-99.0,0.0,n/a,-99.0,0.0,0.0,49.44,0.649,0.0,0.0,-99.0,1890.0,,
TAUT WIRE,BASS,C4,0.745,-0.747,-99.0,0.0,n/a,-99.0,0.0,0.0,49.95,0.744,0.0,0.0,-99.0,1900.0,,
THERMAL DRIFT,LEAD,C2,1.455,0.266,-2.4,3004.1,n/a,-29.61,0.006,1.411,46.4,1.459,1.43,-0.06,-2.37,1600.0,,
THERMAL DRIFT,LEAD,C3,1.555,0.206,-3.48,1568.6,n/a,-22.9,0.01,2.07,48.33,1.558,2.096,-0.05,-3.47,650.0,,
THERMAL DRIFT,LEAD,C4,1.742,0.25,-1.69,1812.2,n/a,-21.81,0.01,2.44,51.31,1.745,2.47,-0.05,-1.68,580.0,,
THERMAL DRIFT,LEAD,C5,2.116,0.034,-1.47,3624.5,n/a,-22.86,0.025,4.941,50.95,2.121,5.002,-0.05,-1.45,1610.0,,
THERMAL DRIFT,LEAD,C6,2.487,0.087,-5.78,3677.2,n/a,-16.91,0.062,17.081,51.2,2.492,17.206,-0.03,-5.75,1600.0,,
THORN FLICK,PLUCK,C2,0.946,-0.244,1.64,1459.3,n/a,-23.14,0.0,0.03,45.13,0.943,0.027,0.46,1.54,310.0,,
THORN FLICK,PLUCK,C3,1.068,-0.281,-11.22,1209.5,n/a,-15.65,0.0,0.055,44.86,1.067,0.051,0.33,-11.44,320.0,,
THORN FLICK,PLUCK,C4,1.286,-0.206,-5.13,1209.5,n/a,-5.13,0.0,0.738,42.44,1.287,0.7,0.23,-5.42,300.0,,
THORN FLICK,PLUCK,C5,1.627,-0.455,0.0,1591.4,n/a,0.0,0.0,5.574,39.91,1.628,5.553,0.02,0.0,250.0,,
THORN FLICK,PLUCK,C6,2.165,-0.235,0.0,3182.7,n/a,0.0,0.001,99.983,33.05,2.175,99.981,0.0,0.0,340.0,,
TINE POND,KEYS,C2,0.745,-0.445,-99.0,0.0,n/a,-99.0,0.0,0.001,48.94,0.745,0.001,0.0,-99.0,1900.0,,
TINE POND,KEYS,C3,0.944,-0.405,-2.7,1357.6,n/a,-19.98,0.0,0.029,49.42,0.945,0.03,-0.15,-2.63,1900.0,,
TINE POND,KEYS,C4,1.221,-0.271,-2.22,3137.1,n/a,-27.68,0.0,0.383,49.32,1.222,0.396,-0.14,-2.23,1890.0,,
TINE POND,KEYS,C5,1.623,-0.459,-1.63,1812.2,n/a,-3.28,0.0,7.224,49.68,1.624,7.382,-0.09,-1.59,1900.0,,
TINE POND,KEYS,C6,2.161,-0.239,-2.39,3182.7,n/a,-2.39,0.009,44.934,50.03,2.164,45.367,-0.04,-2.35,1900.0,,
TUNDRA CALL,LEAD,C2,1.72,0.53,-4.82,2034.2,n/a,-27.65,0.083,2.433,45.56,1.723,2.443,-0.02,-4.82,1850.0,,
TUNDRA CALL,LEAD,C3,1.86,0.511,-2.88,4068.3,n/a,-28.84,0.158,4.694,46.39,1.863,4.712,-0.02,-2.87,1080.0,,
TUNDRA CALL,LEAD,C4,2.143,0.651,-1.08,1209.5,n/a,-2.29,0.296,9.107,47.25,2.146,9.141,-0.02,-1.08,960.0,,
TUNDRA CALL,LEAD,C5,2.521,0.439,-4.33,4501.1,n/a,-24.13,0.206,12.763,50.99,2.525,12.795,-0.01,-4.31,1430.0,,
TUNDRA CALL,LEAD,C6,2.968,0.568,-6.23,3677.2,n/a,-17.94,0.25,14.244,53.44,2.973,14.276,-0.01,-6.21,1400.0,,
TWIN RAIL,BASS,C1,0.477,-0.226,-99.0,0.0,n/a,-99.0,0.0,0.0,41.47,0.477,0.0,0.0,-99.0,1900.0,,
TWIN RAIL,BASS,C2,0.525,-0.664,-99.0,0.0,n/a,-99.0,0.0,0.0,44.08,0.525,0.0,0.0,-99.0,1880.0,,
TWIN RAIL,BASS,C3,0.599,-0.75,-99.0,0.0,n/a,-99.0,0.0,0.0,47.25,0.598,0.0,0.0,-99.0,1890.0,,
TWIN RAIL,BASS,C4,0.735,-0.757,-99.0,0.0,n/a,-99.0,0.0,0.0,48.42,0.735,0.0,0.0,-99.0,1900.0,,
UNDERTOW,BASS,C1,0.69,-0.013,-99.0,0.0,n/a,-99.0,0.0,0.0,43.54,0.689,0.0,0.0,-99.0,1900.0,,
UNDERTOW,BASS,C2,0.699,-0.491,-99.0,0.0,n/a,-99.0,0.0,0.0,45.41,0.699,0.0,0.0,-99.0,1880.0,,
UNDERTOW,BASS,C3,0.714,-0.635,-99.0,0.0,n/a,-99.0,0.0,0.0,47.8,0.713,0.0,0.0,-99.0,1890.0,,
UNDERTOW,BASS,C4,0.761,-0.731,-99.0,0.0,n/a,-99.0,0.0,0.0,50.46,0.761,0.0,0.0,-99.0,1900.0,,
VELVET GLACIER,PAD,C2,1.204,0.014,-5.12,1377.4,n/a,-21.52,0.0,0.965,48.21,1.206,0.996,-0.14,-5.08,520.0,,
VELVET GLACIER,PAD,C3,1.356,0.007,-3.64,1357.6,n/a,-13.44,0.0,2.937,46.8,1.358,3.025,-0.13,-3.61,1220.0,,
VELVET GLACIER,PAD,C4,1.499,0.007,3.32,1209.5,n/a,-11.96,0.0,1.463,52.94,1.501,1.509,-0.13,3.35,550.0,,
VELVET GLACIER,PAD,C5,1.745,-0.337,-3.04,1591.4,n/a,-3.04,0.0,7.188,52.65,1.747,7.357,-0.1,-3.01,460.0,,
VELVET GLACIER,PAD,C6,1.977,-0.423,-1.62,3677.2,n/a,-24.06,0.0,2.134,56.65,1.978,2.189,-0.11,-1.57,1180.0,,
VHS CLIFF,LEAD,C2,1.63,0.44,-4.66,1245.0,n/a,-23.5,0.073,0.526,50.2,1.631,0.534,-0.07,-4.65,1890.0,,
VHS CLIFF,LEAD,C3,1.793,0.444,-1.44,1281.4,n/a,-15.19,0.162,0.972,50.63,1.794,0.986,-0.06,-1.43,720.0,,
VHS CLIFF,LEAD,C4,2.05,0.558,2.1,2250.5,n/a,-20.41,0.3,2.334,51.47,2.05,2.364,-0.06,2.14,1310.0,,
VHS CLIFF,LEAD,C5,2.441,0.359,-2.59,6274.2,n/a,-27.32,0.727,5.619,51.29,2.441,5.678,-0.05,-2.59,620.0,,
VHS CLIFF,LEAD,C6,2.643,0.243,-3.61,7249.0,n/a,-24.97,1.262,25.086,50.44,2.642,25.3,-0.04,-3.61,1090.0,,
WINTER WELL,PAD,C2,1.224,0.034,-5.34,1338.2,n/a,-22.53,0.0,0.693,45.75,1.226,0.709,-0.1,-5.32,540.0,,
WINTER WELL,PAD,C3,1.344,-0.005,-4.37,1568.6,n/a,-19.09,0.0,0.847,46.98,1.346,0.867,-0.1,-4.34,730.0,,
WINTER WELL,PAD,C4,1.479,-0.013,-1.92,1209.5,n/a,-22.82,0.0,0.222,56.45,1.482,0.227,-0.1,-1.9,570.0,,
WINTER WELL,PAD,C5,1.844,-0.238,-4.91,3624.5,n/a,-24.81,0.001,3.131,46.97,1.847,3.202,-0.1,-4.88,460.0,,
WINTER WELL,PAD,C6,2.188,-0.212,-13.55,3182.7,n/a,-13.55,0.002,6.153,49.71,2.191,6.241,-0.06,-13.49,1180.0,,
ZAP TRENCH,PERC,C2,0.944,-0.246,-99.0,0.0,n/a,-99.0,0.0,0.026,46.51,0.945,0.027,-0.16,-9.39,330.0,,
ZAP TRENCH,PERC,C3,1.037,-0.312,-5.82,1480.5,n/a,-25.44,0.0,0.095,44.53,1.039,0.099,-0.18,-5.79,330.0,,
ZAP TRENCH,PERC,C4,1.132,-0.36,-7.48,2005.0,n/a,-27.26,0.0,0.334,40.44,1.133,0.346,-0.15,-7.41,350.0,,
